
2018-05-11 23:58:33	http://bbs.78dm.net
http://bbs.78dm.net	管理组：['管理员', '超级版主', '版主']
http://bbs.78dm.net	成功收听	5157635
http://bbs.78dm.net	成功收听	2997003
http://bbs.78dm.net	成功收听	194809
http://bbs.78dm.net	成功收听	5123000
http://bbs.78dm.net	成功收听	280502
http://bbs.78dm.net	成功收听	5173830
http://bbs.78dm.net	成功收听	4840401
http://bbs.78dm.net	成功收听	365758
http://bbs.78dm.net	成功收听	5134179
http://bbs.78dm.net	成功收听	3726607
http://bbs.78dm.net	成功收听	149599
http://bbs.78dm.net	成功收听	389777
http://bbs.78dm.net	成功收听	3836803
http://bbs.78dm.net	成功收听	5174792
http://bbs.78dm.net	成功收听	23994
http://bbs.78dm.net	成功收听	5167289
http://bbs.78dm.net	成功收听	5161132
http://bbs.78dm.net	成功收听	1696118
http://bbs.78dm.net	成功收听	3787677
http://bbs.78dm.net	成功收听	289761
http://bbs.78dm.net	成功收听	272946
http://bbs.78dm.net	成功收听	5071178
http://bbs.78dm.net	成功收听	5172681
http://bbs.78dm.net	成功收听	117882
http://bbs.78dm.net	成功收听	3295500
http://bbs.78dm.net	成功收听	56276
http://bbs.78dm.net	成功收听	5174793
http://bbs.78dm.net	成功收听	3480544
http://bbs.78dm.net	成功收听	2490246
http://bbs.78dm.net	成功收听	153172
http://bbs.78dm.net	成功收听	745485
http://bbs.78dm.net	成功收听	5144597
http://bbs.78dm.net	成功收听	5174794
http://bbs.78dm.net	成功收听	96637
http://bbs.78dm.net	成功收听	3436950
http://bbs.78dm.net	成功收听	133300
http://bbs.78dm.net	成功收听	4836887
http://bbs.78dm.net	成功收听	115045
http://bbs.78dm.net	成功收听	5172829
http://bbs.78dm.net	成功收听	3773203
http://bbs.78dm.net	成功收听	1270836
http://bbs.78dm.net	成功收听	2506436
http://bbs.78dm.net	成功收听	398944
http://bbs.78dm.net	成功收听	3360280
http://bbs.78dm.net	成功收听	777626
http://bbs.78dm.net	成功收听	5146311
http://bbs.78dm.net	成功收听	5166273
http://bbs.78dm.net	成功收听	5136741
http://bbs.78dm.net	成功收听	392181
http://bbs.78dm.net	成功收听	5174455
http://bbs.78dm.net	成功收听	5174795
http://bbs.78dm.net	成功收听	3116003
http://bbs.78dm.net	成功收听	5173188
http://bbs.78dm.net	成功收听	3731298
http://bbs.78dm.net	成功收听	3079134
http://bbs.78dm.net	成功收听	5141891
http://bbs.78dm.net	成功收听	5172267
http://bbs.78dm.net	成功收听	47620
http://bbs.78dm.net	成功收听	5151827
http://bbs.78dm.net	成功收听	5098947
http://bbs.78dm.net	成功收听	217096
http://bbs.78dm.net	成功收听	3731598
http://bbs.78dm.net	成功收听	3402826
http://bbs.78dm.net	成功收听	5174108
http://bbs.78dm.net	成功收听	5174796
http://bbs.78dm.net	成功收听	5139911
http://bbs.78dm.net	成功收听	266913
http://bbs.78dm.net	成功收听	3741562
http://bbs.78dm.net	成功收听	5172601
http://bbs.78dm.net	成功收听	5081497
http://bbs.78dm.net	成功收听	4845299
http://bbs.78dm.net	成功收听	4844616
http://bbs.78dm.net	成功收听	5115136
http://bbs.78dm.net	成功收听	418059
http://bbs.78dm.net	成功收听	32227
http://bbs.78dm.net	成功收听	5162608
http://bbs.78dm.net	成功收听	3777267
http://bbs.78dm.net	成功收听	2921456
http://bbs.78dm.net	成功收听	23506
http://bbs.78dm.net	成功收听	270366
http://bbs.78dm.net	成功收听	5135233
http://bbs.78dm.net	成功收听	442266
http://bbs.78dm.net	成功收听	5071139
http://bbs.78dm.net	成功收听	50985
http://bbs.78dm.net	成功收听	5103120
http://bbs.78dm.net	成功收听	218031
http://bbs.78dm.net	成功收听	47472
http://bbs.78dm.net	成功收听	99099
http://bbs.78dm.net	成功收听	141153
http://bbs.78dm.net	成功收听	3596711
http://bbs.78dm.net	成功收听	743221
http://bbs.78dm.net	成功收听	266324
http://bbs.78dm.net	成功收听	5136801
http://bbs.78dm.net	成功收听	3600027
http://bbs.78dm.net	成功收听	3359004
http://bbs.78dm.net	成功收听	4071
http://bbs.78dm.net	成功收听	50089
http://bbs.78dm.net	成功收听	167623
http://bbs.78dm.net	成功收听	1767409
http://bbs.78dm.net	成功收听	3496259
http://bbs.78dm.net	成功收听	5174797
http://bbs.78dm.net	成功收听	5172550
http://bbs.78dm.net	成功收听	77702
http://bbs.78dm.net	成功收听	4397
http://bbs.78dm.net	成功收听	5174798
http://bbs.78dm.net	成功收听	3301279
http://bbs.78dm.net	成功收听	3682387
http://bbs.78dm.net	成功收听	5174799
http://bbs.78dm.net	成功收听	5156615
http://bbs.78dm.net	成功收听	622324
http://bbs.78dm.net	成功收听	5121600
http://bbs.78dm.net	成功收听	47347
http://bbs.78dm.net	成功收听	7346
http://bbs.78dm.net	成功收听	2371498
http://bbs.78dm.net	成功收听	5067788
http://bbs.78dm.net	成功收听	3836370
http://bbs.78dm.net	成功收听	5174800
http://bbs.78dm.net	成功收听	4989676
http://bbs.78dm.net	成功收听	5174801
http://bbs.78dm.net	成功收听	5164813
http://bbs.78dm.net	成功收听	175732
http://bbs.78dm.net	成功收听	20582
http://bbs.78dm.net	成功收听	5944
http://bbs.78dm.net	成功收听	118192
http://bbs.78dm.net	成功收听	419146
http://bbs.78dm.net	成功收听	5174802
http://bbs.78dm.net	成功收听	3425653
http://bbs.78dm.net	成功收听	1249043
http://bbs.78dm.net	成功收听	5165390
http://bbs.78dm.net	成功收听	5095802
http://bbs.78dm.net	成功收听	5071137
http://bbs.78dm.net	成功收听	5169646
http://bbs.78dm.net	成功收听	363963
http://bbs.78dm.net	成功收听	5118929
http://bbs.78dm.net	成功收听	5143382
http://bbs.78dm.net	成功收听	5165378
http://bbs.78dm.net	成功收听	5160194
http://bbs.78dm.net	成功收听	2674520
http://bbs.78dm.net	成功收听	5174803
http://bbs.78dm.net	成功收听	5172174
http://bbs.78dm.net	成功收听	275880
http://bbs.78dm.net	成功收听	3567416
http://bbs.78dm.net	成功收听	5174804
http://bbs.78dm.net	成功收听	37606
http://bbs.78dm.net	成功收听	377834
http://bbs.78dm.net	成功收听	5152304
http://bbs.78dm.net	成功收听	5112620
http://bbs.78dm.net	成功收听	5174805
http://bbs.78dm.net	成功收听	3645228
http://bbs.78dm.net	成功收听	867896
http://bbs.78dm.net	成功收听	5174806
http://bbs.78dm.net	成功收听	3839925
http://bbs.78dm.net	成功收听	2963877
http://bbs.78dm.net	成功收听	452788
http://bbs.78dm.net	成功收听	5055130
http://bbs.78dm.net	成功收听	4917706
http://bbs.78dm.net	成功收听	259670
http://bbs.78dm.net	成功收听	42606
http://bbs.78dm.net	成功收听	5097533
http://bbs.78dm.net	成功收听	3541980
http://bbs.78dm.net	成功收听	314790
http://bbs.78dm.net	成功收听	5143556
http://bbs.78dm.net	成功收听	3585695
http://bbs.78dm.net	成功收听	22195
http://bbs.78dm.net	成功收听	429401
http://bbs.78dm.net	成功收听	52037
http://bbs.78dm.net	成功收听	5174807
http://bbs.78dm.net	成功收听	626525
http://bbs.78dm.net	成功收听	347739
http://bbs.78dm.net	成功收听	5145216
http://bbs.78dm.net	成功收听	5174808
http://bbs.78dm.net	成功收听	5093263
http://bbs.78dm.net	成功收听	5171153
http://bbs.78dm.net	成功收听	5173791
http://bbs.78dm.net	成功收听	1002
http://bbs.78dm.net	成功收听	4997270
http://bbs.78dm.net	成功收听	5173969
http://bbs.78dm.net	成功收听	5174809
http://bbs.78dm.net	成功收听	5144858
http://bbs.78dm.net	成功收听	2968087
http://bbs.78dm.net	成功收听	5054065
http://bbs.78dm.net	成功收听	5174810
http://bbs.78dm.net	成功收听	48573
http://bbs.78dm.net	成功收听	5067998
http://bbs.78dm.net	成功收听	178627
http://bbs.78dm.net	成功收听	5169298
http://bbs.78dm.net	成功收听	5174811
http://bbs.78dm.net	成功收听	3653122
http://bbs.78dm.net	成功收听	4852688
http://bbs.78dm.net	成功收听	34926
http://bbs.78dm.net	成功收听	421268
http://bbs.78dm.net	成功收听	1896142
http://bbs.78dm.net	成功收听	3410967
http://bbs.78dm.net	成功收听	5143364
http://bbs.78dm.net	成功收听	5167987
http://bbs.78dm.net	成功收听	357294
http://bbs.78dm.net	成功收听	5121174
http://bbs.78dm.net	成功收听	177614
http://bbs.78dm.net	成功收听	2842024
http://bbs.78dm.net	成功收听	57591
http://bbs.78dm.net	成功收听	351936
http://bbs.78dm.net	成功收听	5174812
http://bbs.78dm.net	成功收听	3570652
http://bbs.78dm.net	成功收听	5133271
http://bbs.78dm.net	成功收听	3743272
http://bbs.78dm.net	成功收听	5150940
http://bbs.78dm.net	成功收听	5174813
http://bbs.78dm.net	成功收听	5134707
http://bbs.78dm.net	成功收听	3415753
http://bbs.78dm.net	成功收听	277405
http://bbs.78dm.net	成功收听	2250421
http://bbs.78dm.net	成功收听	800378
http://bbs.78dm.net	成功收听	5174814
http://bbs.78dm.net	成功收听	215926
http://bbs.78dm.net	成功收听	3367105
http://bbs.78dm.net	成功收听	5174815
http://bbs.78dm.net	成功收听	50826
http://bbs.78dm.net	成功收听	3529547
http://bbs.78dm.net	成功收听	169430
http://bbs.78dm.net	成功收听	5049749
http://bbs.78dm.net	成功收听	3837674
http://bbs.78dm.net	成功收听	5174816
http://bbs.78dm.net	成功收听	5174817
http://bbs.78dm.net	成功收听	5094666
http://bbs.78dm.net	成功收听	4841234
http://bbs.78dm.net	成功收听	5143123
http://bbs.78dm.net	成功收听	3346710
http://bbs.78dm.net	成功收听	5174818
http://bbs.78dm.net	成功收听	2089433
http://bbs.78dm.net	成功收听	3591574
http://bbs.78dm.net	成功收听	434897
http://bbs.78dm.net	成功收听	5174819
http://bbs.78dm.net	成功收听	5174820
http://bbs.78dm.net	成功收听	3605405
http://bbs.78dm.net	成功收听	3441894
http://bbs.78dm.net	成功收听	5174821
http://bbs.78dm.net	成功收听	5149376
http://bbs.78dm.net	成功收听	3538324
http://bbs.78dm.net	成功收听	2531369
http://bbs.78dm.net	成功收听	282330
http://bbs.78dm.net	成功收听	4758561
http://bbs.78dm.net	成功收听	4131
http://bbs.78dm.net	成功收听	5137345
http://bbs.78dm.net	成功收听	22052
http://bbs.78dm.net	成功收听	3777448
http://bbs.78dm.net	成功收听	5174822
http://bbs.78dm.net	成功收听	3579044
http://bbs.78dm.net	成功收听	57305
http://bbs.78dm.net	成功收听	5080510
http://bbs.78dm.net	成功收听	3823942
http://bbs.78dm.net	成功收听	5173573
http://bbs.78dm.net	成功收听	4986127
http://bbs.78dm.net	成功收听	129962
http://bbs.78dm.net	成功收听	3345881
http://bbs.78dm.net	成功收听	3840136
http://bbs.78dm.net	成功收听	5125322
http://bbs.78dm.net	成功收听	5174823
http://bbs.78dm.net	成功收听	3727442
http://bbs.78dm.net	成功收听	51471
http://bbs.78dm.net	成功收听	5171313
http://bbs.78dm.net	成功收听	5174826
http://bbs.78dm.net	成功收听	5174825
http://bbs.78dm.net	成功收听	192243
http://bbs.78dm.net	成功收听	5158487
http://bbs.78dm.net	成功收听	5173228
http://bbs.78dm.net	成功收听	5173226
http://bbs.78dm.net	成功收听	5173221
http://bbs.78dm.net	成功收听	5173220
http://bbs.78dm.net	成功收听	5173222
http://bbs.78dm.net	成功收听	5173200
http://bbs.78dm.net	成功收听	5173224
http://bbs.78dm.net	成功收听	5174828
http://bbs.78dm.net	成功收听	5174827
http://bbs.78dm.net	成功收听	3500700
http://bbs.78dm.net	成功收听	5141512
http://bbs.78dm.net	成功收听	5168873
http://bbs.78dm.net	成功收听	5174829
http://bbs.78dm.net	成功收听	3643702
http://bbs.78dm.net	成功收听	2850791
http://bbs.78dm.net	成功收听	54695
http://bbs.78dm.net	成功收听	134904
http://bbs.78dm.net	成功收听	436414
http://bbs.78dm.net	成功收听	5174830
http://bbs.78dm.net	成功收听	5103677
http://bbs.78dm.net	成功收听	27213
http://bbs.78dm.net	成功收听	5174831
http://bbs.78dm.net	成功收听	365504
http://bbs.78dm.net	成功收听	5174386
http://bbs.78dm.net	成功收听	3507083
http://bbs.78dm.net	成功收听	5174833
http://bbs.78dm.net	成功收听	5174834
http://bbs.78dm.net	成功收听	166081
http://bbs.78dm.net	成功收听	243392
http://bbs.78dm.net	成功收听	23023
http://bbs.78dm.net	成功收听	5143653
http://bbs.78dm.net	成功收听	5147761
http://bbs.78dm.net	成功收听	5157805
http://bbs.78dm.net	成功收听	5056
http://bbs.78dm.net	成功收听	50414
http://bbs.78dm.net	成功收听	5174836
http://bbs.78dm.net	成功收听	3177602
http://bbs.78dm.net	成功收听	4835004
http://bbs.78dm.net	成功收听	94303
http://bbs.78dm.net	成功收听	5054937
http://bbs.78dm.net	成功收听	5174837
http://bbs.78dm.net	成功收听	5083544
http://bbs.78dm.net	成功收听	3800354
http://bbs.78dm.net	成功收听	2101610
http://bbs.78dm.net	成功收听	3813798
http://bbs.78dm.net	成功收听	2491354
http://bbs.78dm.net	成功收听	152942
http://bbs.78dm.net	成功收听	5174838
http://bbs.78dm.net	成功收听	54169
http://bbs.78dm.net	成功收听	24068
http://bbs.78dm.net	成功收听	3694217
http://bbs.78dm.net	成功收听	5165612
http://bbs.78dm.net	成功收听	4846930
http://bbs.78dm.net	成功收听	139419
http://bbs.78dm.net	成功收听	5174839
http://bbs.78dm.net	成功收听	5174840
http://bbs.78dm.net	成功收听	5174841
http://bbs.78dm.net	成功收听	5105779
http://bbs.78dm.net	成功收听	5174842
http://bbs.78dm.net	成功收听	3753483
http://bbs.78dm.net	成功收听	136679
http://bbs.78dm.net	成功收听	5169603
http://bbs.78dm.net	成功收听	261056
http://bbs.78dm.net	成功收听	25511
http://bbs.78dm.net	成功收听	5057033
http://bbs.78dm.net	成功收听	332653
http://bbs.78dm.net	成功收听	320991
http://bbs.78dm.net	成功收听	5174843
http://bbs.78dm.net	成功收听	5143332
http://bbs.78dm.net	成功收听	5069593
http://bbs.78dm.net	成功收听	3679041
http://bbs.78dm.net	成功收听	5174844
http://bbs.78dm.net	成功收听	4847919
http://bbs.78dm.net	成功收听	5130502
http://bbs.78dm.net	成功收听	3776549
http://bbs.78dm.net	成功收听	5106438
http://bbs.78dm.net	成功收听	3726000
http://bbs.78dm.net	成功收听	5174845
http://bbs.78dm.net	成功收听	2980069
http://bbs.78dm.net	成功收听	5107825
http://bbs.78dm.net	成功收听	5174846
http://bbs.78dm.net	成功收听	5174848
http://bbs.78dm.net	成功收听	5168302
http://bbs.78dm.net	成功收听	260337
http://bbs.78dm.net	成功收听	5078814
http://bbs.78dm.net	成功收听	5174851
http://bbs.78dm.net	成功收听	5174853
http://bbs.78dm.net	成功收听	5174852
http://bbs.78dm.net	成功收听	22545
http://bbs.78dm.net	成功收听	140039
http://bbs.78dm.net	成功收听	3043458
http://bbs.78dm.net	成功收听	245922
http://bbs.78dm.net	成功收听	51358
http://bbs.78dm.net	成功收听	54857
http://bbs.78dm.net	成功收听	3737488
http://bbs.78dm.net	成功收听	274350
http://bbs.78dm.net	成功收听	5174571
http://bbs.78dm.net	成功收听	5174854
http://bbs.78dm.net	成功收听	5161707
http://bbs.78dm.net	成功收听	5174855
http://bbs.78dm.net	成功收听	5172793
http://bbs.78dm.net	成功收听	5174856
http://bbs.78dm.net	成功收听	5174857
http://bbs.78dm.net	成功收听	3725704
http://bbs.78dm.net	成功收听	2943319
http://bbs.78dm.net	成功收听	5166767
http://bbs.78dm.net	成功收听	29235
http://bbs.78dm.net	成功收听	5173861
http://bbs.78dm.net	成功收听	3689090
http://bbs.78dm.net	成功收听	5170753
http://bbs.78dm.net	成功收听	5082737
http://bbs.78dm.net	成功收听	3361923
http://bbs.78dm.net	成功收听	53501
http://bbs.78dm.net	成功收听	87907
http://bbs.78dm.net	成功收听	327872
http://bbs.78dm.net	成功收听	2103149
http://bbs.78dm.net	成功收听	5174858
http://bbs.78dm.net	成功收听	3849842
http://bbs.78dm.net	成功收听	2056
http://bbs.78dm.net	成功收听	3839450
http://bbs.78dm.net	成功收听	5137916
http://bbs.78dm.net	成功收听	5174859
http://bbs.78dm.net	成功收听	97968
http://bbs.78dm.net	成功收听	2350088
http://bbs.78dm.net	成功收听	4835852
http://bbs.78dm.net	成功收听	51375
http://bbs.78dm.net	成功收听	5146585
http://bbs.78dm.net	成功收听	471389
http://bbs.78dm.net	成功收听	3729126
http://bbs.78dm.net	成功收听	5143344
http://bbs.78dm.net	成功收听	778107
http://bbs.78dm.net	成功收听	5171971
http://bbs.78dm.net	成功收听	5174860
http://bbs.78dm.net	成功收听	3616433
http://bbs.78dm.net	成功收听	5157546
http://bbs.78dm.net	成功收听	5174861
http://bbs.78dm.net	成功收听	380539
http://bbs.78dm.net	成功收听	3836678
http://bbs.78dm.net	成功收听	351941
http://bbs.78dm.net	成功收听	549775
http://bbs.78dm.net	成功收听	1630210
http://bbs.78dm.net	成功收听	594632
http://bbs.78dm.net	成功收听	3826539
http://bbs.78dm.net	成功收听	5174862
http://bbs.78dm.net	成功收听	4848237
http://bbs.78dm.net	成功收听	58817
http://bbs.78dm.net	成功收听	5166692
http://bbs.78dm.net	成功收听	3004506
http://bbs.78dm.net	成功收听	130347
http://bbs.78dm.net	成功收听	186896
http://bbs.78dm.net	成功收听	5119613
http://bbs.78dm.net	成功收听	5173780
http://bbs.78dm.net	成功收听	33558
http://bbs.78dm.net	成功收听	352687
http://bbs.78dm.net	成功收听	386803
http://bbs.78dm.net	成功收听	5065177
http://bbs.78dm.net	成功收听	5135730
http://bbs.78dm.net	成功收听	5174863
http://bbs.78dm.net	成功收听	5174864
http://bbs.78dm.net	成功收听	91473
http://bbs.78dm.net	成功收听	3662820
http://bbs.78dm.net	成功收听	5141528
http://bbs.78dm.net	成功收听	5141527
http://bbs.78dm.net	成功收听	5147937
http://bbs.78dm.net	成功收听	5147936
http://bbs.78dm.net	成功收听	5147935
http://bbs.78dm.net	成功收听	5145554
http://bbs.78dm.net	成功收听	5145553
http://bbs.78dm.net	成功收听	5145551
http://bbs.78dm.net	成功收听	5140766
http://bbs.78dm.net	成功收听	5171572
http://bbs.78dm.net	成功收听	5141529
http://bbs.78dm.net	成功收听	41845
http://bbs.78dm.net	成功收听	296168
http://bbs.78dm.net	成功收听	2664783
http://bbs.78dm.net	成功收听	5174865
http://bbs.78dm.net	成功收听	3735432
http://bbs.78dm.net	成功收听	262153
http://bbs.78dm.net	成功收听	23020
http://bbs.78dm.net	成功收听	36099
http://bbs.78dm.net	成功收听	3711023
http://bbs.78dm.net	成功收听	5081523
http://bbs.78dm.net	成功收听	2327914
http://bbs.78dm.net	成功收听	347994
http://bbs.78dm.net	成功收听	167816
http://bbs.78dm.net	成功收听	5174485
http://bbs.78dm.net	成功收听	5121371
http://bbs.78dm.net	成功收听	181726
http://bbs.78dm.net	成功收听	5174866
http://bbs.78dm.net	成功收听	183959
http://bbs.78dm.net	成功收听	5148928
http://bbs.78dm.net	成功收听	5046322
http://bbs.78dm.net	成功收听	3704350
http://bbs.78dm.net	成功收听	23553
http://bbs.78dm.net	成功收听	5174867
http://bbs.78dm.net	成功收听	3727290
http://bbs.78dm.net	成功收听	5174657
http://bbs.78dm.net	成功收听	5143337
http://bbs.78dm.net	成功收听	274319
http://bbs.78dm.net	成功收听	5174868
http://bbs.78dm.net	成功收听	56987
http://bbs.78dm.net	成功收听	3563711
http://bbs.78dm.net	成功收听	336340
http://bbs.78dm.net	成功收听	129334
http://bbs.78dm.net	成功收听	50042
http://bbs.78dm.net	成功收听	5152653
http://bbs.78dm.net	成功收听	245187
http://bbs.78dm.net	成功收听	4855275
http://bbs.78dm.net	成功收听	2139207
http://bbs.78dm.net	成功收听	5174640
http://bbs.78dm.net	成功收听	5137610
http://bbs.78dm.net	成功收听	3076460
http://bbs.78dm.net	成功收听	5000502
http://bbs.78dm.net	成功收听	3616035
http://bbs.78dm.net	成功收听	5084375
http://bbs.78dm.net	成功收听	160650
http://bbs.78dm.net	成功收听	5174869
http://bbs.78dm.net	成功收听	4841601
http://bbs.78dm.net	成功收听	5151892
http://bbs.78dm.net	成功收听	5172180
http://bbs.78dm.net	成功收听	5174623
http://bbs.78dm.net	成功收听	5174870
http://bbs.78dm.net	成功收听	212710
http://bbs.78dm.net	成功收听	280841
http://bbs.78dm.net	成功收听	177919
http://bbs.78dm.net	成功收听	5169881
http://bbs.78dm.net	成功收听	5107648
http://bbs.78dm.net	成功收听	51247
http://bbs.78dm.net	成功收听	5170535
http://bbs.78dm.net	成功收听	218722
http://bbs.78dm.net	成功收听	50088
http://bbs.78dm.net	成功收听	3730246
http://bbs.78dm.net	成功收听	3072447
http://bbs.78dm.net	成功收听	3663460
http://bbs.78dm.net	成功收听	5172650
http://bbs.78dm.net	成功收听	5123454
http://bbs.78dm.net	成功收听	5165385
http://bbs.78dm.net	成功收听	5124042
http://bbs.78dm.net	成功收听	1021925
http://bbs.78dm.net	成功收听	100087
http://bbs.78dm.net	成功收听	345169
http://bbs.78dm.net	成功收听	5133559
http://bbs.78dm.net	成功收听	104296
http://bbs.78dm.net	成功收听	5174871
http://bbs.78dm.net	成功收听	36919
http://bbs.78dm.net	成功收听	5174872
http://bbs.78dm.net	成功收听	5052623
http://bbs.78dm.net	成功收听	5174873
http://bbs.78dm.net	成功收听	55306
http://bbs.78dm.net	成功收听	5174874
http://bbs.78dm.net	成功收听	3284246
http://bbs.78dm.net	成功收听	47376
http://bbs.78dm.net	成功收听	5088679
http://bbs.78dm.net	成功收听	31342
http://bbs.78dm.net	成功收听	27835
http://bbs.78dm.net	成功收听	3802226
http://bbs.78dm.net	成功收听	5165617
http://bbs.78dm.net	成功收听	5174876
http://bbs.78dm.net	成功收听	311459
http://bbs.78dm.net	成功收听	5117960
http://bbs.78dm.net	成功收听	3738864
http://bbs.78dm.net	成功收听	3732642
http://bbs.78dm.net	成功收听	5174877
http://bbs.78dm.net	成功收听	5164958
http://bbs.78dm.net	成功收听	129361
http://bbs.78dm.net	成功收听	2855450
http://bbs.78dm.net	成功收听	2852889
http://bbs.78dm.net	成功收听	5171483
http://bbs.78dm.net	成功收听	3082008
http://bbs.78dm.net	成功收听	5174878
http://bbs.78dm.net	成功收听	5174879
http://bbs.78dm.net	成功收听	3571816
http://bbs.78dm.net	成功收听	5094149
http://bbs.78dm.net	成功收听	4835054
http://bbs.78dm.net	成功收听	349987
http://bbs.78dm.net	成功收听	4836301
http://bbs.78dm.net	成功收听	5174881
http://bbs.78dm.net	成功收听	3698775
http://bbs.78dm.net	成功收听	3697735
http://bbs.78dm.net	成功收听	5045168
http://bbs.78dm.net	成功收听	5174882
http://bbs.78dm.net	成功收听	5104296
http://bbs.78dm.net	成功收听	5174883
http://bbs.78dm.net	成功收听	5053531
http://bbs.78dm.net	成功收听	13076
http://bbs.78dm.net	成功收听	5152339
http://bbs.78dm.net	成功收听	5103711
http://bbs.78dm.net	成功收听	5174884
http://bbs.78dm.net	成功收听	44720
http://bbs.78dm.net	成功收听	5153263
http://bbs.78dm.net	成功收听	181666
http://bbs.78dm.net	成功收听	35788
http://bbs.78dm.net	成功收听	5114380
http://bbs.78dm.net	成功收听	137304
http://bbs.78dm.net	成功收听	4835030
http://bbs.78dm.net	成功收听	52285
http://bbs.78dm.net	成功收听	5128779
http://bbs.78dm.net	成功收听	5143083
http://bbs.78dm.net	成功收听	4847904
http://bbs.78dm.net	成功收听	41795
http://bbs.78dm.net	成功收听	5174885
http://bbs.78dm.net	成功收听	148028
http://bbs.78dm.net	成功收听	3584308
http://bbs.78dm.net	成功收听	5174886
http://bbs.78dm.net	成功收听	154303
http://bbs.78dm.net	成功收听	5150249
http://bbs.78dm.net	成功收听	4848930
http://bbs.78dm.net	成功收听	55132
http://bbs.78dm.net	成功收听	44522
http://bbs.78dm.net	成功收听	210147
http://bbs.78dm.net	成功收听	5172201
http://bbs.78dm.net	成功收听	5054388
http://bbs.78dm.net	成功收听	1981518
http://bbs.78dm.net	成功收听	4759947
http://bbs.78dm.net	成功收听	5114154
http://bbs.78dm.net	成功收听	5174887
http://bbs.78dm.net	成功收听	50589
http://bbs.78dm.net	成功收听	5063430
http://bbs.78dm.net	成功收听	257370
http://bbs.78dm.net	成功收听	165445
http://bbs.78dm.net	成功收听	51333
http://bbs.78dm.net	成功收听	5138177
http://bbs.78dm.net	成功收听	5174888
http://bbs.78dm.net	成功收听	5101065
http://bbs.78dm.net	成功收听	231754
http://bbs.78dm.net	成功收听	1659
http://bbs.78dm.net	成功收听	60828
http://bbs.78dm.net	成功收听	3560452
http://bbs.78dm.net	成功收听	65996
http://bbs.78dm.net	成功收听	3441627
http://bbs.78dm.net	成功收听	5067230
http://bbs.78dm.net	成功收听	5174890
http://bbs.78dm.net	成功收听	5174891
http://bbs.78dm.net	成功收听	2772485
http://bbs.78dm.net	成功收听	5173209
http://bbs.78dm.net	成功收听	3518474
http://bbs.78dm.net	成功收听	5174892
http://bbs.78dm.net	成功收听	5136833
http://bbs.78dm.net	成功收听	5174893
http://bbs.78dm.net	成功收听	5174894
http://bbs.78dm.net	成功收听	3066759
http://bbs.78dm.net	成功收听	3572728
http://bbs.78dm.net	成功收听	5174895
http://bbs.78dm.net	成功收听	5174896
http://bbs.78dm.net	成功收听	3184360
http://bbs.78dm.net	成功收听	5148566
http://bbs.78dm.net	成功收听	3423122
http://bbs.78dm.net	成功收听	3661267
http://bbs.78dm.net	成功收听	3541896
http://bbs.78dm.net	成功收听	5111686
http://bbs.78dm.net	成功收听	5174897
http://bbs.78dm.net	成功收听	5109622
http://bbs.78dm.net	成功收听	5042023
http://bbs.78dm.net	成功收听	5049032
http://bbs.78dm.net	成功收听	257147
http://bbs.78dm.net	成功收听	5174898
http://bbs.78dm.net	成功收听	5172051
http://bbs.78dm.net	成功收听	5143655
http://bbs.78dm.net	成功收听	5164040
http://bbs.78dm.net	成功收听	3722378
http://bbs.78dm.net	成功收听	3021540
http://bbs.78dm.net	成功收听	5051367
http://bbs.78dm.net	成功收听	1954917
http://bbs.78dm.net	成功收听	5174899
http://bbs.78dm.net	成功收听	5062402
http://bbs.78dm.net	成功收听	5174900
http://bbs.78dm.net	成功收听	2606600
http://bbs.78dm.net	成功收听	5174901
http://bbs.78dm.net	成功收听	157912
http://bbs.78dm.net	成功收听	39344
http://bbs.78dm.net	成功收听	48402
http://bbs.78dm.net	成功收听	5170397
http://bbs.78dm.net	成功收听	5094029
http://bbs.78dm.net	成功收听	5174903
http://bbs.78dm.net	成功收听	3782170
http://bbs.78dm.net	成功收听	5173427
http://bbs.78dm.net	成功收听	5174905
http://bbs.78dm.net	成功收听	5173412
http://bbs.78dm.net	成功收听	5172960
http://bbs.78dm.net	成功收听	5054660
http://bbs.78dm.net	成功收听	5172888
http://bbs.78dm.net	成功收听	2333649
http://bbs.78dm.net	成功收听	5173397
http://bbs.78dm.net	成功收听	3844997
http://bbs.78dm.net	成功收听	5132011
http://bbs.78dm.net	成功收听	4843072
http://bbs.78dm.net	成功收听	23633
http://bbs.78dm.net	成功收听	4999035
http://bbs.78dm.net	成功收听	5113442
http://bbs.78dm.net	成功收听	5142764
http://bbs.78dm.net	成功收听	5143646
http://bbs.78dm.net	成功收听	261201
http://bbs.78dm.net	成功收听	4921110
http://bbs.78dm.net	成功收听	2255457
http://bbs.78dm.net	成功收听	5084619
http://bbs.78dm.net	成功收听	2197027
http://bbs.78dm.net	成功收听	5174906
http://bbs.78dm.net	成功收听	5173373
http://bbs.78dm.net	成功收听	5172916
http://bbs.78dm.net	成功收听	5154488
http://bbs.78dm.net	成功收听	1156052
http://bbs.78dm.net	成功收听	5172958
http://bbs.78dm.net	成功收听	5174908
http://bbs.78dm.net	成功收听	666
http://bbs.78dm.net	成功收听	5167676
http://bbs.78dm.net	成功收听	5081693
http://bbs.78dm.net	成功收听	156208
http://bbs.78dm.net	成功收听	5132254
http://bbs.78dm.net	成功收听	5114789
